equity_risk_class,college_count,avg_tuition_change,total_tuition_impact,total_students_affected,avg_enrollment_change,avg_grad_rate_change
Low,8073,-149.48147038212855,-1206763.9103949238,321293.6152280439,0.42821801686581595,-0.4060167910277617
