equity_risk_class,college_count,avg_tuition_change,total_tuition_impact,total_students_affected,avg_enrollment_change,avg_grad_rate_change
Low,12689,-268.45257506895956,-3406394.725050028,0,0.6705858395728274,-0.3680559630836422
