equity_risk_class,college_count,avg_tuition_change,total_tuition_impact,total_students_affected,avg_enrollment_change,avg_grad_rate_change
Low,20762,-222.19240128335187,-4613158.635444951,0,0.5763446569934176,-0.3828164757506722
